configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175425,0m0.197s
1,tiff,1,1,0,1,175425,0m0.173s
10,png,1,0,1,1,169388,0m0.173s
11,png,1,0,0,1,169439,0m0.196s
12,png,0,1,0,0,1185043,0m2.907s
13,png,0,0,0,0,1185035,0m2.883s
14,png,0,0,0,1,1184911,0m2.916s
15,png,0,1,1,0,1185014,0m2.870s
2,tiff,1,0,1,1,175431,0m0.198s
3,tiff,1,0,0,1,175431,0m0.171s
4,tiff,0,1,0,0,1698496,0m0.363s
5,tiff,0,0,0,0,1698378,0m0.365s
6,tiff,0,0,0,1,1696978,0m0.342s
7,tiff,0,1,1,0,1698525,0m0.366s
8,png,1,1,1,1,169394,0m0.200s
9,png,1,1,0,1,169425,0m0.201s
