configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739162,0m1.742s
1,tiff,1,1,0,1,739163,0m1.709s
10,png,1,0,1,1,739164,0m1.709s
11,png,1,0,0,1,739162,0m1.707s
12,png,0,1,0,0,3168073,0m5.389s
13,png,0,0,0,0,3168071,0m5.429s
14,png,0,0,0,1,3168071,0m5.410s
15,png,0,1,1,0,3168071,0m5.440s
2,tiff,1,0,1,1,739162,0m1.680s
3,tiff,1,0,0,1,739164,0m1.713s
4,tiff,0,1,0,0,4807699,0m1.830s
5,tiff,0,0,0,0,4807717,0m1.798s
6,tiff,0,0,0,1,4807708,0m1.800s
7,tiff,0,1,1,0,4807731,0m1.819s
8,png,1,1,1,1,739163,0m1.709s
9,png,1,1,0,1,739162,0m1.686s
