configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273887,0m5.463s
1,tiff,1,1,0,1,3273953,0m5.419s
10,png,1,0,1,1,3254951,0m8.828s
11,png,1,0,0,1,3254953,0m8.822s
12,png,0,1,0,0,8502348,0m26.022s
13,png,0,0,0,0,8502373,0m26.017s
14,png,0,0,0,1,8502342,0m26.061s
15,png,0,1,1,0,8502368,0m26.020s
2,tiff,1,0,1,1,3273963,0m5.460s
3,tiff,1,0,0,1,3273932,0m5.439s
4,tiff,0,1,0,0,10068837,0m6.092s
5,tiff,0,0,0,0,10068880,0m6.129s
6,tiff,0,0,0,1,10068917,0m6.114s
7,tiff,0,1,1,0,10068874,0m6.179s
8,png,1,1,1,1,3254934,0m8.827s
9,png,1,1,0,1,3254941,0m8.818s
