configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914804,0m3.528s
1,50%,xz,-3,1,4914796,0m3.490s
10,100%,xz,-9,1,4489868,0m4.232s
11,50%,lzma,-6,16,4489170,0m4.225s
12,75%,xz,-3,32,4914804,0m3.485s
13,50%,lzma,-3,16,4913990,0m3.448s
14,50%,lzma,-6,32,4489170,0m4.264s
15,50%,xz,-6,32,4489920,0m4.272s
16,75%,lzma,-3,16,4913990,0m3.465s
17,75%,lzma,-6,32,4489170,0m4.258s
18,100%,lzma,-6,1,4489170,0m4.247s
19,75%,lzma,-3,1,4913990,0m3.493s
2,75%,xz,-9,16,4489876,0m4.257s
20,75%,lzma,-6,1,4489170,0m4.247s
21,75%,lzma,-6,16,4489170,0m4.210s
22,100%,xz,-9,32,4489876,0m4.239s
23,100%,xz,-9,16,4489876,0m4.255s
24,50%,lzma,-9,32,4489124,0m4.235s
25,50%,lzma,-3,32,4913990,0m3.464s
26,100%,xz,-3,1,4914796,0m3.498s
27,100%,lzma,-9,16,4489124,0m4.203s
28,100%,lzma,-3,1,4913990,0m3.461s
29,50%,lzma,-6,1,4489170,0m4.241s
3,100%,xz,-6,32,4489920,0m4.284s
4,50%,lzma,-3,1,4913990,0m3.454s
5,75%,xz,-3,1,4914796,0m3.445s
6,100%,lzma,-6,16,4489170,0m4.207s
7,75%,xz,-6,32,4489920,0m4.275s
8,50%,xz,-3,32,4914804,0m3.505s
9,75%,xz,-9,32,4489876,0m4.264s
